Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział
01;;;KANCELARIA PREZYDENTA RP;245856;01;total;245.9 MLN;KANCELARIA PREZYDENTA RP 245.9 MLN;KANCELARIA PREZYDENTA RP;KANCELARIA PREZYDENTA RP
01;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;206406;01-751;01;206.4 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 206.4 MLN;KANCELARIA PREZYDENTA RP;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
01;751;75101;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa;171794;01-751-75101;01-751;171.8 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa 171.8 MLN;KANCELARIA PREZYDENTA RP;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
01;751;75103;Biuro Bezpieczeństwa Narodowego;19282;01-751-75103;01-751;19.3 MLN;Biuro Bezpieczeństwa Narodowego 19.3 MLN;KANCELARIA PREZYDENTA RP;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
01;751;75106;Odznaczenia państwowe;6494;01-751-75106;01-751;6.5 MLN;Odznaczenia państwowe 6.5 MLN;KANCELARIA PREZYDENTA RP;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
01;751;75111;Biuro Polityki Międzynarodowej;5960;01-751-75111;01-751;6.0 MLN;Biuro Polityki Międzynarodowej 6.0 MLN;KANCELARIA PREZYDENTA RP;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
01;751;75195;Pozostała działalność;2876;01-751-75195;01-751;2.9 MLN;Pozostała działalność 2.9 MLN;KANCELARIA PREZYDENTA RP;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
01;921;;Kultura i ochrona dziedzictwa narodowego;39450;01-921;01;39.5 MLN;Kultura i ochrona dziedzictwa narodowego 39.5 MLN;KANCELARIA PREZYDENTA RP;Kultura i ochrona dziedzictwa narodowego
01;921;92120;Ochrona zabytków i opieka nad zabytkami;2450;01-921-92120;01-921;2.5 MLN;Ochrona zabytków i opieka nad zabytkami 2.5 MLN;KANCELARIA PREZYDENTA RP;Kultura i ochrona dziedzictwa narodowego
01;921;92123;Narodowy Fundusz Rewaloryzacji Zabytków Krakowa;37000;01-921-92123;01-921;37.0 MLN;Narodowy Fundusz Rewaloryzacji Zabytków Krakowa 37.0 MLN;KANCELARIA PREZYDENTA RP;Kultura i ochrona dziedzictwa narodowego
02;;;KANCELARIA SEJMU;683226;02;total;683.2 MLN;KANCELARIA SEJMU 683.2 MLN;KANCELARIA SEJMU;KANCELARIA SEJMU
02;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;683226;02-751;02;683.2 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 683.2 MLN;KANCELARIA SEJMU;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
02;751;75101;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa;683226;02-751-75101;02-751;683.2 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa 683.2 MLN;KANCELARIA SEJMU;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
03;;;KANCELARIA SENATU;152044;03;total;152.0 MLN;KANCELARIA SENATU 152.0 MLN;KANCELARIA SENATU;KANCELARIA SENATU
03;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;152044;03-751;03;152.0 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 152.0 MLN;KANCELARIA SENATU;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
03;751;75101;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa;152044;03-751-75101;03-751;152.0 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa 152.0 MLN;KANCELARIA SENATU;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
04;;;SĄD NAJWYŻSZY;217740;04;total;217.7 MLN;SĄD NAJWYŻSZY 217.7 MLN;SĄD NAJWYŻSZY;SĄD NAJWYŻSZY
04;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;175925;04-751;04;175.9 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 175.9 MLN;SĄD NAJWYŻSZY;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
04;751;75102;Naczelne organy sądownictwa;175925;04-751-75102;04-751;175.9 MLN;Naczelne organy sądownictwa 175.9 MLN;SĄD NAJWYŻSZY;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
04;753;;Obowiązkowe ubezpieczenia społeczne;41815;04-753;04;41.8 MLN;Obowiązkowe ubezpieczenia społeczne 41.8 MLN;SĄD NAJWYŻSZY;Obowiązkowe ubezpieczenia społeczne
04;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;41815;04-753-75312;04-753;41.8 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 41.8 MLN;SĄD NAJWYŻSZY;Obowiązkowe ubezpieczenia społeczne
05;;;NACZELNY SĄD ADMINISTRACYJNY;703563;05;total;703.6 MLN;NACZELNY SĄD ADMINISTRACYJNY 703.6 MLN;NACZELNY SĄD ADMINISTRACYJNY;NACZELNY SĄD ADMINISTRACYJNY
05;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;605114;05-751;05;605.1 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 605.1 MLN;NACZELNY SĄD ADMINISTRACYJNY;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
05;751;75102;Naczelne organy sądownictwa;605114;05-751-75102;05-751;605.1 MLN;Naczelne organy sądownictwa 605.1 MLN;NACZELNY SĄD ADMINISTRACYJNY;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
05;753;;Obowiązkowe ubezpieczenia społeczne;98449;05-753;05;98.4 MLN;Obowiązkowe ubezpieczenia społeczne 98.4 MLN;NACZELNY SĄD ADMINISTRACYJNY;Obowiązkowe ubezpieczenia społeczne
05;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;98449;05-753-75312;05-753;98.4 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 98.4 MLN;NACZELNY SĄD ADMINISTRACYJNY;Obowiązkowe ubezpieczenia społeczne
06;;;TRYBUNAŁ KONSTYTUCYJNY;48659;06;total;48.7 MLN;TRYBUNAŁ KONSTYTUCYJNY 48.7 MLN;TRYBUNAŁ KONSTYTUCYJNY;TRYBUNAŁ KONSTYTUCYJNY
06;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;37439;06-751;06;37.4 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 37.4 MLN;TRYBUNAŁ KONSTYTUCYJNY;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
06;751;75102;Naczelne organy sądownictwa;37439;06-751-75102;06-751;37.4 MLN;Naczelne organy sądownictwa 37.4 MLN;TRYBUNAŁ KONSTYTUCYJNY;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
06;753;;Obowiązkowe ubezpieczenia społeczne;11220;06-753;06;11.2 MLN;Obowiązkowe ubezpieczenia społeczne 11.2 MLN;TRYBUNAŁ KONSTYTUCYJNY;Obowiązkowe ubezpieczenia społeczne
06;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;11220;06-753-75312;06-753;11.2 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 11.2 MLN;TRYBUNAŁ KONSTYTUCYJNY;Obowiązkowe ubezpieczenia społeczne
07;;;NAJWYŻSZA IZBA KONTROLI;364346;07;total;364.3 MLN;NAJWYŻSZA IZBA KONTROLI 364.3 MLN;NAJWYŻSZA IZBA KONTROLI;NAJWYŻSZA IZBA KONTROLI
07;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;364346;07-751;07;364.3 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 364.3 MLN;NAJWYŻSZA IZBA KONTROLI;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
07;751;75101;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa;364346;07-751-75101;07-751;364.3 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa 364.3 MLN;NAJWYŻSZA IZBA KONTROLI;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
08;;;RZECZNIK PRAW OBYWATELSKICH;68624;08;total;68.6 MLN;RZECZNIK PRAW OBYWATELSKICH 68.6 MLN;RZECZNIK PRAW OBYWATELSKICH;RZECZNIK PRAW OBYWATELSKICH
08;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;68624;08-751;08;68.6 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 68.6 MLN;RZECZNIK PRAW OBYWATELSKICH;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
08;751;75101;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa;68624;08-751-75101;08-751;68.6 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa 68.6 MLN;RZECZNIK PRAW OBYWATELSKICH;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
09;;;KRAJOWA RADA RADIOFONII I TELEWIZJI;83094;09;total;83.1 MLN;KRAJOWA RADA RADIOFONII I TELEWIZJI 83.1 MLN;KRAJOWA RADA RADIOFONII I TELEWIZJI;KRAJOWA RADA RADIOFONII I TELEWIZJI
09;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;83094;09-751;09;83.1 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 83.1 MLN;KRAJOWA RADA RADIOFONII I TELEWIZJI;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
09;751;75101;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa;83094;09-751-75101;09-751;83.1 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa 83.1 MLN;KRAJOWA RADA RADIOFONII I TELEWIZJI;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
10;;;URZĄD OCHRONY DANYCH OSOBOWYCH;44956;10;total;45.0 MLN;URZĄD OCHRONY DANYCH OSOBOWYCH 45.0 MLN;URZĄD OCHRONY DANYCH OSOBOWYCH;URZĄD OCHRONY DANYCH OSOBOWYCH
10;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;44956;10-751;10;45.0 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 45.0 MLN;URZĄD OCHRONY DANYCH OSOBOWYCH;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
10;751;75101;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa;44956;10-751-75101;10-751;45.0 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa 45.0 MLN;URZĄD OCHRONY DANYCH OSOBOWYCH;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
11;;;KRAJOWE BIURO WYBORCZE;91902;11;total;91.9 MLN;KRAJOWE BIURO WYBORCZE 91.9 MLN;KRAJOWE BIURO WYBORCZE;KRAJOWE BIURO WYBORCZE
11;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;91902;11-751;11;91.9 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 91.9 MLN;KRAJOWE BIURO WYBORCZE;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
11;751;75101;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa;91902;11-751-75101;11-751;91.9 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa 91.9 MLN;KRAJOWE BIURO WYBORCZE;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
12;;;PAŃSTWOWA INSPEKCJA PRACY;453433;12;total;453.4 MLN;PAŃSTWOWA INSPEKCJA PRACY 453.4 MLN;PAŃSTWOWA INSPEKCJA PRACY;PAŃSTWOWA INSPEKCJA PRACY
12;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;453433;12-751;12;453.4 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 453.4 MLN;PAŃSTWOWA INSPEKCJA PRACY;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
12;751;75101;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa;453433;12-751-75101;12-751;453.4 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa 453.4 MLN;PAŃSTWOWA INSPEKCJA PRACY;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
13;;;INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU;535613;13;total;535.6 MLN;INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU 535.6 MLN;INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU;INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU
13;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;479559;13-751;13;479.6 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 479.6 MLN;INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
13;751;75101;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa;248149;13-751-75101;13-751;248.1 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa 248.1 MLN;INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
13;751;75112;Jednostki podległe Instytutowi Pamięci Narodowej - Komisji Ścigania Zbrodni przeciwko Narodowi Polskiemu;231410;13-751-75112;13-751;231.4 MLN;Jednostki podległe Instytutowi Pamięci Narodowej - Komisji Ścigania Zbrodni przeciwko Narodowi Polskiemu 231.4 MLN;INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
13;753;;Obowiązkowe ubezpieczenia społeczne;9885;13-753;13;9.9 MLN;Obowiązkowe ubezpieczenia społeczne 9.9 MLN;INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU;Obowiązkowe ubezpieczenia społeczne
13;753;75302;Uposażenia prokuratorów w stanie spoczynku oraz uposażenia rodzinne;9885;13-753-75302;13-753;9.9 MLN;Uposażenia prokuratorów w stanie spoczynku oraz uposażenia rodzinne 9.9 MLN;INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU;Obowiązkowe ubezpieczenia społeczne
13;921;;Kultura i ochrona dziedzictwa narodowego;46169;13-921;13;46.2 MLN;Kultura i ochrona dziedzictwa narodowego 46.2 MLN;INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU;Kultura i ochrona dziedzictwa narodowego
13;921;92118;Muzea;19810;13-921-92118;13-921;19.8 MLN;Muzea 19.8 MLN;INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU;Kultura i ochrona dziedzictwa narodowego
13;921;92127;Działalność dotycząca miejsc pamięci narodowej oraz ochrony pamięci walk i męczeństwa;14212;13-921-92127;13-921;14.2 MLN;Działalność dotycząca miejsc pamięci narodowej oraz ochrony pamięci walk i męczeństwa 14.2 MLN;INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU;Kultura i ochrona dziedzictwa narodowego
13;921;92128;Działalność dotycząca miejsc pamięci narodowej oraz ochrony pamięci walk i męczeństwa realizowana przez jednostki podległe Instytutowi Pamięci Narodowej – Komisji Ścigania Zbrodni przeciwko Narodowi Polskiemu;12147;13-921-92128;13-921;12.1 MLN;Działalność dotycząca miejsc pamięci narodowej oraz ochrony pamięci walk i męczeństwa realizowana przez jednostki podległe Instytutowi Pamięci Narodowej – Komisji Ścigania Zbrodni przeciwko Narodowi Polskiemu 12.1 MLN;INSTYTUT PAMIĘCI NARODOWEJ – KOMISJA ŚCIGANIA ZBRODNI PRZECIWKO NARODOWI POLSKIEMU;Kultura i ochrona dziedzictwa narodowego
14;;;RZECZNIK PRAW DZIECKA;21978;14;total;22.0 MLN;RZECZNIK PRAW DZIECKA 22.0 MLN;RZECZNIK PRAW DZIECKA;RZECZNIK PRAW DZIECKA
14;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;21978;14-751;14;22.0 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 22.0 MLN;RZECZNIK PRAW DZIECKA;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
14;751;75101;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa;21978;14-751-75101;14-751;22.0 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa 22.0 MLN;RZECZNIK PRAW DZIECKA;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
15;;;SĄDY POWSZECHNE;12138007;15;total;12.1 MLD;SĄDY POWSZECHNE 12.1 MLD;SĄDY POWSZECHNE;SĄDY POWSZECHNE
15;753;;Obowiązkowe ubezpieczenia społeczne;647158;15-753;15;647.2 MLN;Obowiązkowe ubezpieczenia społeczne 647.2 MLN;SĄDY POWSZECHNE;Obowiązkowe ubezpieczenia społeczne
15;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;647158;15-753-75312;15-753;647.2 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 647.2 MLN;SĄDY POWSZECHNE;Obowiązkowe ubezpieczenia społeczne
15;755;;Wymiar sprawiedliwości;11490255;15-755;15;11.5 MLD;Wymiar sprawiedliwości 11.5 MLD;SĄDY POWSZECHNE;Wymiar sprawiedliwości
15;755;75502;Jednostki sądownictwa powszechnego;11327209;15-755-75502;15-755;11.3 MLD;Jednostki sądownictwa powszechnego 11.3 MLD;SĄDY POWSZECHNE;Wymiar sprawiedliwości
15;755;75595;Pozostała działalność;163046;15-755-75595;15-755;163.0 MLN;Pozostała działalność 163.0 MLN;SĄDY POWSZECHNE;Wymiar sprawiedliwości
15;851;;Ochrona zdrowia;594;15-851;15;0.6 MLN;Ochrona zdrowia 0.6 MLN;SĄDY POWSZECHNE;Ochrona zdrowia
15;851;85195;Pozostała działalność;594;15-851-85195;15-851;0.6 MLN;Pozostała działalność 0.6 MLN;SĄDY POWSZECHNE;Ochrona zdrowia
15/01;;;MINISTERSTWO SPRAWIEDLIWOŚCI;806943;15/01;total;806.9 MLN;MINISTERSTWO SPRAWIEDLIWOŚCI 806.9 MLN;MINISTERSTWO SPRAWIEDLIWOŚCI;MINISTERSTWO SPRAWIEDLIWOŚCI
15/01;753;;Obowiązkowe ubezpieczenia społeczne;46826;15/01-753;15/01;46.8 MLN;Obowiązkowe ubezpieczenia społeczne 46.8 MLN;MINISTERSTWO SPRAWIEDLIWOŚCI;Obowiązkowe ubezpieczenia społeczne
15/01;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;46826;15/01-753-75312;15/01-753;46.8 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 46.8 MLN;MINISTERSTWO SPRAWIEDLIWOŚCI;Obowiązkowe ubezpieczenia społeczne
15/01;755;;Wymiar sprawiedliwości;760117;15/01-755;15/01;760.1 MLN;Wymiar sprawiedliwości 760.1 MLN;MINISTERSTWO SPRAWIEDLIWOŚCI;Wymiar sprawiedliwości
15/01;755;75502;Jednostki sądownictwa powszechnego;760117;15/01-755-75502;15/01-755;760.1 MLN;Jednostki sądownictwa powszechnego 760.1 MLN;MINISTERSTWO SPRAWIEDLIWOŚCI;Wymiar sprawiedliwości
15/02;;;SĄD APELACYJNY W WARSZAWIE;1322009;15/02;total;1.3 MLD;SĄD APELACYJNY W WARSZAWIE 1.3 MLD;SĄD APELACYJNY W WARSZAWIE;SĄD APELACYJNY W WARSZAWIE
15/02;753;;Obowiązkowe ubezpieczenia społeczne;62648;15/02-753;15/02;62.6 MLN;Obowiązkowe ubezpieczenia społeczne 62.6 MLN;SĄD APELACYJNY W WARSZAWIE;Obowiązkowe ubezpieczenia społeczne
15/02;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;62648;15/02-753-75312;15/02-753;62.6 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 62.6 MLN;SĄD APELACYJNY W WARSZAWIE;Obowiązkowe ubezpieczenia społeczne
15/02;755;;Wymiar sprawiedliwości;1259343;15/02-755;15/02;1.3 MLD;Wymiar sprawiedliwości 1.3 MLD;SĄD APELACYJNY W WARSZAWIE;Wymiar sprawiedliwości
15/02;755;75502;Jednostki sądownictwa powszechnego;1249018;15/02-755-75502;15/02-755;1.2 MLD;Jednostki sądownictwa powszechnego 1.2 MLD;SĄD APELACYJNY W WARSZAWIE;Wymiar sprawiedliwości
15/02;755;75595;Pozostała działalność;10325;15/02-755-75595;15/02-755;10.3 MLN;Pozostała działalność 10.3 MLN;SĄD APELACYJNY W WARSZAWIE;Wymiar sprawiedliwości
15/02;851;;Ochrona zdrowia;18;15/02-851;15/02;0.0 MLN;Ochrona zdrowia 0.0 MLN;SĄD APELACYJNY W WARSZAWIE;Ochrona zdrowia
15/02;851;85195;Pozostała działalność;18;15/02-851-85195;15/02-851;0.0 MLN;Pozostała działalność 0.0 MLN;SĄD APELACYJNY W WARSZAWIE;Ochrona zdrowia
15/03;;;SĄD APELACYJNY W KATOWICACH;1411510;15/03;total;1.4 MLD;SĄD APELACYJNY W KATOWICACH 1.4 MLD;SĄD APELACYJNY W KATOWICACH;SĄD APELACYJNY W KATOWICACH
15/03;753;;Obowiązkowe ubezpieczenia społeczne;80433;15/03-753;15/03;80.4 MLN;Obowiązkowe ubezpieczenia społeczne 80.4 MLN;SĄD APELACYJNY W KATOWICACH;Obowiązkowe ubezpieczenia społeczne
15/03;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;80433;15/03-753-75312;15/03-753;80.4 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 80.4 MLN;SĄD APELACYJNY W KATOWICACH;Obowiązkowe ubezpieczenia społeczne
15/03;755;;Wymiar sprawiedliwości;1331014;15/03-755;15/03;1.3 MLD;Wymiar sprawiedliwości 1.3 MLD;SĄD APELACYJNY W KATOWICACH;Wymiar sprawiedliwości
15/03;755;75502;Jednostki sądownictwa powszechnego;1311657;15/03-755-75502;15/03-755;1.3 MLD;Jednostki sądownictwa powszechnego 1.3 MLD;SĄD APELACYJNY W KATOWICACH;Wymiar sprawiedliwości
15/03;755;75595;Pozostała działalność;19357;15/03-755-75595;15/03-755;19.4 MLN;Pozostała działalność 19.4 MLN;SĄD APELACYJNY W KATOWICACH;Wymiar sprawiedliwości
15/03;851;;Ochrona zdrowia;63;15/03-851;15/03;0.1 MLN;Ochrona zdrowia 0.1 MLN;SĄD APELACYJNY W KATOWICACH;Ochrona zdrowia
15/03;851;85195;Pozostała działalność;63;15/03-851-85195;15/03-851;0.1 MLN;Pozostała działalność 0.1 MLN;SĄD APELACYJNY W KATOWICACH;Ochrona zdrowia
15/04;;;SĄD APELACYJNY W GDAŃSKU;1421415;15/04;total;1.4 MLD;SĄD APELACYJNY W GDAŃSKU 1.4 MLD;SĄD APELACYJNY W GDAŃSKU;SĄD APELACYJNY W GDAŃSKU
15/04;753;;Obowiązkowe ubezpieczenia społeczne;73802;15/04-753;15/04;73.8 MLN;Obowiązkowe ubezpieczenia społeczne 73.8 MLN;SĄD APELACYJNY W GDAŃSKU;Obowiązkowe ubezpieczenia społeczne
15/04;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;73802;15/04-753-75312;15/04-753;73.8 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 73.8 MLN;SĄD APELACYJNY W GDAŃSKU;Obowiązkowe ubezpieczenia społeczne
15/04;755;;Wymiar sprawiedliwości;1347550;15/04-755;15/04;1.3 MLD;Wymiar sprawiedliwości 1.3 MLD;SĄD APELACYJNY W GDAŃSKU;Wymiar sprawiedliwości
15/04;755;75502;Jednostki sądownictwa powszechnego;1317513;15/04-755-75502;15/04-755;1.3 MLD;Jednostki sądownictwa powszechnego 1.3 MLD;SĄD APELACYJNY W GDAŃSKU;Wymiar sprawiedliwości
15/04;755;75595;Pozostała działalność;30037;15/04-755-75595;15/04-755;30.0 MLN;Pozostała działalność 30.0 MLN;SĄD APELACYJNY W GDAŃSKU;Wymiar sprawiedliwości
15/04;851;;Ochrona zdrowia;63;15/04-851;15/04;0.1 MLN;Ochrona zdrowia 0.1 MLN;SĄD APELACYJNY W GDAŃSKU;Ochrona zdrowia
15/04;851;85195;Pozostała działalność;63;15/04-851-85195;15/04-851;0.1 MLN;Pozostała działalność 0.1 MLN;SĄD APELACYJNY W GDAŃSKU;Ochrona zdrowia
15/05;;;SĄD APELACYJNY W POZNANIU;897485;15/05;total;897.5 MLN;SĄD APELACYJNY W POZNANIU 897.5 MLN;SĄD APELACYJNY W POZNANIU;SĄD APELACYJNY W POZNANIU
15/05;753;;Obowiązkowe ubezpieczenia społeczne;45959;15/05-753;15/05;46.0 MLN;Obowiązkowe ubezpieczenia społeczne 46.0 MLN;SĄD APELACYJNY W POZNANIU;Obowiązkowe ubezpieczenia społeczne
15/05;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;45959;15/05-753-75312;15/05-753;46.0 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 46.0 MLN;SĄD APELACYJNY W POZNANIU;Obowiązkowe ubezpieczenia społeczne
