Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział
28;730;73016;Pomoc materialna dla studentów i doktorantów;1534191;28-730-73016;28-730;1.5 MLD;Pomoc materialna dla studentów i doktorantów 1.5 MLD;SZKOLNICTWO WYŻSZE I NAUKA;Szkolnictwo wyższe i nauka
28;730;73017;Fundusz Kredytów Studenckich;47000;28-730-73017;28-730;47.0 MLN;Fundusz Kredytów Studenckich 47.0 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Szkolnictwo wyższe i nauka
28;730;73018;Programy i przedsięwzięcia ministra właściwego do spraw szkolnictwa wyższego i nauki;444259;28-730-73018;28-730;444.3 MLN;Programy i przedsięwzięcia ministra właściwego do spraw szkolnictwa wyższego i nauki 444.3 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Szkolnictwo wyższe i nauka
28;730;73019;Działalność podmiotów funkcjonujących w obszarze nauki i szkolnictwa wyższego;30301;28-730-73019;28-730;30.3 MLN;Działalność podmiotów funkcjonujących w obszarze nauki i szkolnictwa wyższego 30.3 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Szkolnictwo wyższe i nauka
28;730;73020;Działalność Sieci Badawczej Łukasiewicz;382804;28-730-73020;28-730;382.8 MLN;Działalność Sieci Badawczej Łukasiewicz 382.8 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Szkolnictwo wyższe i nauka
28;730;73095;Pozostała działalność;289750;28-730-73095;28-730;289.8 MLN;Pozostała działalność 289.8 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Szkolnictwo wyższe i nauka
28;750;;Administracja publiczna;90511;28-750;28;90.5 MLN;Administracja publiczna 90.5 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Administracja publiczna
28;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;90511;28-750-75001;28-750;90.5 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 90.5 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Administracja publiczna
28;752;;Obrona narodowa;300031;28-752;28;300.0 MLN;Obrona narodowa 300.0 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Obrona narodowa
28;752;75212;Pozostałe wydatki obronne;31;28-752-75212;28-752;0.0 MLN;Pozostałe wydatki obronne 0.0 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Obrona narodowa
28;752;75221;Projekty badawcze i celowe w dziedzinie obronnosci;300000;28-752-75221;28-752;300.0 MLN;Projekty badawcze i celowe w dziedzinie obronnosci 300.0 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Obrona narodowa
28;851;;Ochrona zdrowia;19000;28-851;28;19.0 MLN;Ochrona zdrowia 19.0 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Ochrona zdrowia
28;851;85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;19000;28-851-85156;28-851;19.0 MLN;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego 19.0 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Ochrona zdrowia
28;921;;Kultura i ochrona dziedzictwa narodowego;73093;28-921;28;73.1 MLN;Kultura i ochrona dziedzictwa narodowego 73.1 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Kultura i ochrona dziedzictwa narodowego
28;921;92114;Pozostałe instytucje kultury;64856;28-921-92114;28-921;64.9 MLN;Pozostałe instytucje kultury 64.9 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Kultura i ochrona dziedzictwa narodowego
28;921;92118;Muzea;8237;28-921-92118;28-921;8.2 MLN;Muzea 8.2 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Kultura i ochrona dziedzictwa narodowego
29;;;OBRONA NARODOWA;96920509;29;total;96.9 MLD;OBRONA NARODOWA 96.9 MLD;OBRONA NARODOWA;OBRONA NARODOWA
29;730;;Szkolnictwo wyższe i nauka;1249802;29-730;29;1.2 MLD;Szkolnictwo wyższe i nauka 1.2 MLD;OBRONA NARODOWA;Szkolnictwo wyższe i nauka
29;730;73014;Działalność dydaktyczna i badawcza;273032;29-730-73014;29-730;273.0 MLN;Działalność dydaktyczna i badawcza 273.0 MLN;OBRONA NARODOWA;Szkolnictwo wyższe i nauka
29;730;73015;Działalność dydaktyczna w zakresie związanym z obroną narodową;959290;29-730-73015;29-730;959.3 MLN;Działalność dydaktyczna w zakresie związanym z obroną narodową 959.3 MLN;OBRONA NARODOWA;Szkolnictwo wyższe i nauka
29;730;73016;Pomoc materialna dla studentów i doktorantów;17480;29-730-73016;29-730;17.5 MLN;Pomoc materialna dla studentów i doktorantów 17.5 MLN;OBRONA NARODOWA;Szkolnictwo wyższe i nauka
29;750;;Administracja publiczna;430466;29-750;29;430.5 MLN;Administracja publiczna 430.5 MLN;OBRONA NARODOWA;Administracja publiczna
29;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;347578;29-750-75001;29-750;347.6 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 347.6 MLN;OBRONA NARODOWA;Administracja publiczna
29;750;75057;Placówki zagraniczne;82888;29-750-75057;29-750;82.9 MLN;Placówki zagraniczne 82.9 MLN;OBRONA NARODOWA;Administracja publiczna
29;752;;Obrona narodowa;84972456;29-752;29;85.0 MLD;Obrona narodowa 85.0 MLD;OBRONA NARODOWA;Obrona narodowa
29;752;75201;Wojska Lądowe;7050184;29-752-75201;29-752;7.1 MLD;Wojska Lądowe 7.1 MLD;OBRONA NARODOWA;Obrona narodowa
29;752;75202;Siły Powietrzne;2714230;29-752-75202;29-752;2.7 MLD;Siły Powietrzne 2.7 MLD;OBRONA NARODOWA;Obrona narodowa
29;752;75203;Marynarka Wojenna;1005827;29-752-75203;29-752;1.0 MLD;Marynarka Wojenna 1.0 MLD;OBRONA NARODOWA;Obrona narodowa
29;752;75204;Centralne wsparcie;33991163;29-752-75204;29-752;34.0 MLD;Centralne wsparcie 34.0 MLD;OBRONA NARODOWA;Obrona narodowa
29;752;75206;Wojska Obrony Terytorialnej;1463519;29-752-75206;29-752;1.5 MLD;Wojska Obrony Terytorialnej 1.5 MLD;OBRONA NARODOWA;Obrona narodowa
29;752;75207;Żandarmeria Wojskowa;468778;29-752-75207;29-752;468.8 MLN;Żandarmeria Wojskowa 468.8 MLN;OBRONA NARODOWA;Obrona narodowa
29;752;75208;Duszpasterstwa Wojskowe;31263;29-752-75208;29-752;31.3 MLN;Duszpasterstwa Wojskowe 31.3 MLN;OBRONA NARODOWA;Obrona narodowa
29;752;75211;Cyberbezpieczeństwo i wsparcie kryptologiczne;1656863;29-752-75211;29-752;1.7 MLD;Cyberbezpieczeństwo i wsparcie kryptologiczne 1.7 MLD;OBRONA NARODOWA;Obrona narodowa
29;752;75213;Dowodzenie i kierowanie Siłami Zbrojnymi Rzeczypospolitej Polskiej;826752;29-752-75213;29-752;826.8 MLN;Dowodzenie i kierowanie Siłami Zbrojnymi Rzeczypospolitej Polskiej 826.8 MLN;OBRONA NARODOWA;Obrona narodowa
29;752;75215;"Zabezpieczenie potrzeb Sił Zbrojnych realizowanych przez przedsiębiorców
";225000;29-752-75215;29-752;225.0 MLN;"Zabezpieczenie potrzeb Sił Zbrojnych realizowanych przez przedsiębiorców
 225.0 MLN";OBRONA NARODOWA;Obrona narodowa
29;752;75216;Wojskowe Misje Pokojowe;410377;29-752-75216;29-752;410.4 MLN;Wojskowe Misje Pokojowe 410.4 MLN;OBRONA NARODOWA;Obrona narodowa
29;752;75217;Służba Wywiadu Wojskowego;299763;29-752-75217;29-752;299.8 MLN;Służba Wywiadu Wojskowego 299.8 MLN;OBRONA NARODOWA;Obrona narodowa
29;752;75218;Służba Kontrwywiadu Wojskowego;481923;29-752-75218;29-752;481.9 MLN;Służba Kontrwywiadu Wojskowego 481.9 MLN;OBRONA NARODOWA;Obrona narodowa
29;752;75219;Wojska Specjalne;598766;29-752-75219;29-752;598.8 MLN;Wojska Specjalne 598.8 MLN;OBRONA NARODOWA;Obrona narodowa
29;752;75220;Zabezpieczenie wojsk;16749479;29-752-75220;29-752;16.7 MLD;Zabezpieczenie wojsk 16.7 MLD;OBRONA NARODOWA;Obrona narodowa
29;752;75222;Agencja Mienia Wojskowego;2435083;29-752-75222;29-752;2.4 MLD;Agencja Mienia Wojskowego 2.4 MLD;OBRONA NARODOWA;Obrona narodowa
29;752;75224;Kwalifikacja wojskowa;363528;29-752-75224;29-752;363.5 MLN;Kwalifikacja wojskowa 363.5 MLN;OBRONA NARODOWA;Obrona narodowa
29;752;75280;Działalność badawczo-rozwojowa;1254088;29-752-75280;29-752;1.3 MLD;Działalność badawczo-rozwojowa 1.3 MLD;OBRONA NARODOWA;Obrona narodowa
29;752;75295;Pozostała działalność;12945870;29-752-75295;29-752;12.9 MLD;Pozostała działalność 12.9 MLD;OBRONA NARODOWA;Obrona narodowa
29;753;;Obowiązkowe ubezpieczenia społeczne;9547139;29-753;29;9.5 MLD;Obowiązkowe ubezpieczenia społeczne 9.5 MLD;OBRONA NARODOWA;Obowiązkowe ubezpieczenia społeczne
29;753;75301;Świadczenia pieniężne z zaopatrzenia emerytalnego;9541973;29-753-75301;29-753;9.5 MLD;Świadczenia pieniężne z zaopatrzenia emerytalnego 9.5 MLD;OBRONA NARODOWA;Obowiązkowe ubezpieczenia społeczne
29;753;75302;Uposażenia prokuratorów w stanie spoczynku oraz uposażenia rodzinne;3272;29-753-75302;29-753;3.3 MLN;Uposażenia prokuratorów w stanie spoczynku oraz uposażenia rodzinne 3.3 MLN;OBRONA NARODOWA;Obowiązkowe ubezpieczenia społeczne
29;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;1894;29-753-75312;29-753;1.9 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 1.9 MLN;OBRONA NARODOWA;Obowiązkowe ubezpieczenia społeczne
29;755;;Wymiar sprawiedliwości;29016;29-755;29;29.0 MLN;Wymiar sprawiedliwości 29.0 MLN;OBRONA NARODOWA;Wymiar sprawiedliwości
29;755;75503;Sądy wojskowe;29016;29-755-75503;29-755;29.0 MLN;Sądy wojskowe 29.0 MLN;OBRONA NARODOWA;Wymiar sprawiedliwości
29;851;;Ochrona zdrowia;364446;29-851;29;364.4 MLN;Ochrona zdrowia 364.4 MLN;OBRONA NARODOWA;Ochrona zdrowia
29;851;85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;31723;29-851-85156;29-851;31.7 MLN;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego 31.7 MLN;OBRONA NARODOWA;Ochrona zdrowia
29;851;85157;Staże i specjalizacje medyczne;28935;29-851-85157;29-851;28.9 MLN;Staże i specjalizacje medyczne 28.9 MLN;OBRONA NARODOWA;Ochrona zdrowia
29;851;85195;Pozostała działalność;303788;29-851-85195;29-851;303.8 MLN;Pozostała działalność 303.8 MLN;OBRONA NARODOWA;Ochrona zdrowia
29;921;;Kultura i ochrona dziedzictwa narodowego;327184;29-921;29;327.2 MLN;Kultura i ochrona dziedzictwa narodowego 327.2 MLN;OBRONA NARODOWA;Kultura i ochrona dziedzictwa narodowego
29;921;92114;Pozostałe instytucje kultury;14403;29-921-92114;29-921;14.4 MLN;Pozostałe instytucje kultury 14.4 MLN;OBRONA NARODOWA;Kultura i ochrona dziedzictwa narodowego
29;921;92118;Muzea;312781;29-921-92118;29-921;312.8 MLN;Muzea 312.8 MLN;OBRONA NARODOWA;Kultura i ochrona dziedzictwa narodowego
30;;;OŚWIATA I WYCHOWANIE;606115;30;total;606.1 MLN;OŚWIATA I WYCHOWANIE 606.1 MLN;OŚWIATA I WYCHOWANIE;OŚWIATA I WYCHOWANIE
30;750;;Administracja publiczna;64249;30-750;30;64.2 MLN;Administracja publiczna 64.2 MLN;OŚWIATA I WYCHOWANIE;Administracja publiczna
30;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;64249;30-750-75001;30-750;64.2 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 64.2 MLN;OŚWIATA I WYCHOWANIE;Administracja publiczna
30;752;;Obrona narodowa;23;30-752;30;0.0 MLN;Obrona narodowa 0.0 MLN;OŚWIATA I WYCHOWANIE;Obrona narodowa
30;752;75212;Pozostałe wydatki obronne;23;30-752-75212;30-752;0.0 MLN;Pozostałe wydatki obronne 0.0 MLN;OŚWIATA I WYCHOWANIE;Obrona narodowa
30;754;;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;6;30-754;30;0.0 MLN;Bezpieczeństwo publiczne i ochrona przeciwpożarowa 0.0 MLN;OŚWIATA I WYCHOWANIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
30;754;75421;Zarządzanie kryzysowe;6;30-754-75421;30-754;0.0 MLN;Zarządzanie kryzysowe 0.0 MLN;OŚWIATA I WYCHOWANIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
30;801;;Oświata i wychowanie;525424;30-801;30;525.4 MLN;Oświata i wychowanie 525.4 MLN;OŚWIATA I WYCHOWANIE;Oświata i wychowanie
30;801;80135;Szkolnictwo polskie za granicą;47118;30-801-80135;30-801;47.1 MLN;Szkolnictwo polskie za granicą 47.1 MLN;OŚWIATA I WYCHOWANIE;Oświata i wychowanie
30;801;80143;Jednostki pomocnicze szkolnictwa;27310;30-801-80143;30-801;27.3 MLN;Jednostki pomocnicze szkolnictwa 27.3 MLN;OŚWIATA I WYCHOWANIE;Oświata i wychowanie
30;801;80145;Komisje egzaminacyjne;252884;30-801-80145;30-801;252.9 MLN;Komisje egzaminacyjne 252.9 MLN;OŚWIATA I WYCHOWANIE;Oświata i wychowanie
30;801;80146;Dokształcanie i doskonalenie nauczycieli;55263;30-801-80146;30-801;55.3 MLN;Dokształcanie i doskonalenie nauczycieli 55.3 MLN;OŚWIATA I WYCHOWANIE;Oświata i wychowanie
30;801;80180;Działalność badawczo-rozwojowa;2854;30-801-80180;30-801;2.9 MLN;Działalność badawczo-rozwojowa 2.9 MLN;OŚWIATA I WYCHOWANIE;Oświata i wychowanie
30;801;80195;Pozostała działalność;139995;30-801-80195;30-801;140.0 MLN;Pozostała działalność 140.0 MLN;OŚWIATA I WYCHOWANIE;Oświata i wychowanie
30;851;;Ochrona zdrowia;3125;30-851;30;3.1 MLN;Ochrona zdrowia 3.1 MLN;OŚWIATA I WYCHOWANIE;Ochrona zdrowia
30;851;85195;Pozostała działalność;3125;30-851-85195;30-851;3.1 MLN;Pozostała działalność 3.1 MLN;OŚWIATA I WYCHOWANIE;Ochrona zdrowia
30;854;;Edukacyjna opieka wychowawcza;2585;30-854;30;2.6 MLN;Edukacyjna opieka wychowawcza 2.6 MLN;OŚWIATA I WYCHOWANIE;Edukacyjna opieka wychowawcza
30;854;85412;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży;900;30-854-85412;30-854;0.9 MLN;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży 0.9 MLN;OŚWIATA I WYCHOWANIE;Edukacyjna opieka wychowawcza
30;854;85413;Kolonie i obozy dla młodzieży polonijnej w kraju;385;30-854-85413;30-854;0.4 MLN;Kolonie i obozy dla młodzieży polonijnej w kraju 0.4 MLN;OŚWIATA I WYCHOWANIE;Edukacyjna opieka wychowawcza
30;854;85414;Kolonie i obozy dla młodzieży polonijnej za granicą;100;30-854-85414;30-854;0.1 MLN;Kolonie i obozy dla młodzieży polonijnej za granicą 0.1 MLN;OŚWIATA I WYCHOWANIE;Edukacyjna opieka wychowawcza
30;854;85416;Pomoc materialna dla uczniów o charakterze motywacyjnym;1200;30-854-85416;30-854;1.2 MLN;Pomoc materialna dla uczniów o charakterze motywacyjnym 1.2 MLN;OŚWIATA I WYCHOWANIE;Edukacyjna opieka wychowawcza
30;921;;Kultura i ochrona dziedzictwa narodowego;10703;30-921;30;10.7 MLN;Kultura i ochrona dziedzictwa narodowego 10.7 MLN;OŚWIATA I WYCHOWANIE;Kultura i ochrona dziedzictwa narodowego
30;921;92114;Pozostałe instytucje kultury;10703;30-921-92114;30-921;10.7 MLN;Pozostałe instytucje kultury 10.7 MLN;OŚWIATA I WYCHOWANIE;Kultura i ochrona dziedzictwa narodowego
31;;;PRACA;514526;31;total;514.5 MLN;PRACA 514.5 MLN;PRACA;PRACA
31;750;;Administracja publiczna;111474;31-750;31;111.5 MLN;Administracja publiczna 111.5 MLN;PRACA;Administracja publiczna
31;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;64527;31-750-75001;31-750;64.5 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 64.5 MLN;PRACA;Administracja publiczna
31;750;75072;"Centrum Partnerstwa Społecznego ""Dialog""";2530;31-750-75072;31-750;2.5 MLN;"Centrum Partnerstwa Społecznego ""Dialog"" 2.5 MLN";PRACA;Administracja publiczna
31;750;75083;Funkcjonowanie Rady i Biura Rady Dialogu Społecznego;6347;31-750-75083;31-750;6.3 MLN;Funkcjonowanie Rady i Biura Rady Dialogu Społecznego 6.3 MLN;PRACA;Administracja publiczna
31;750;75095;Pozostała działalność;38070;31-750-75095;31-750;38.1 MLN;Pozostała działalność 38.1 MLN;PRACA;Administracja publiczna
31;752;;Obrona narodowa;32;31-752;31;0.0 MLN;Obrona narodowa 0.0 MLN;PRACA;Obrona narodowa
31;752;75212;Pozostałe wydatki obronne;32;31-752-75212;31-752;0.0 MLN;Pozostałe wydatki obronne 0.0 MLN;PRACA;Obrona narodowa
31;851;;Ochrona zdrowia;336;31-851;31;0.3 MLN;Ochrona zdrowia 0.3 MLN;PRACA;Ochrona zdrowia
31;851;85195;Pozostała działalność;336;31-851-85195;31-851;0.3 MLN;Pozostała działalność 0.3 MLN;PRACA;Ochrona zdrowia
31;853;;Pozostałe zadania w zakresie polityki społecznej;397930;31-853;31;397.9 MLN;Pozostałe zadania w zakresie polityki społecznej 397.9 MLN;PRACA;Pozostałe zadania w zakresie polityki społecznej
31;853;85336;Ochotnicze Hufce Pracy;376645;31-853-85336;31-853;376.6 MLN;Ochotnicze Hufce Pracy 376.6 MLN;PRACA;Pozostałe zadania w zakresie polityki społecznej
31;853;85395;Pozostała działalność;21285;31-853-85395;31-853;21.3 MLN;Pozostała działalność 21.3 MLN;PRACA;Pozostałe zadania w zakresie polityki społecznej
31;921;;Kultura i ochrona dziedzictwa narodowego;4754;31-921;31;4.8 MLN;Kultura i ochrona dziedzictwa narodowego 4.8 MLN;PRACA;Kultura i ochrona dziedzictwa narodowego
31;921;92116;Biblioteki;4754;31-921-92116;31-921;4.8 MLN;Biblioteki 4.8 MLN;PRACA;Kultura i ochrona dziedzictwa narodowego
32;;;ROLNICTWO;2422427;32;total;2.4 MLD;ROLNICTWO 2.4 MLD;ROLNICTWO;ROLNICTWO
32;010;;Rolnictwo i łowiectwo;1506613;32-010;32;1.5 MLD;Rolnictwo i łowiectwo 1.5 MLD;ROLNICTWO;Rolnictwo i łowiectwo
32;010;01011;Krajowa Stacja Chemiczno-Rolnicza;80577;32-010-01011;32-010;80.6 MLN;Krajowa Stacja Chemiczno-Rolnicza 80.6 MLN;ROLNICTWO;Rolnictwo i łowiectwo
32;010;01013;Centralny Ośrodek Badania Odmian Roślin Uprawnych;46451;32-010-01013;32-010;46.5 MLN;Centralny Ośrodek Badania Odmian Roślin Uprawnych 46.5 MLN;ROLNICTWO;Rolnictwo i łowiectwo
32;010;01015;Postęp biologiczny w produkcji roślinnej;13360;32-010-01015;32-010;13.4 MLN;Postęp biologiczny w produkcji roślinnej 13.4 MLN;ROLNICTWO;Rolnictwo i łowiectwo
32;010;01017;Ochrona roślin;15000;32-010-01017;32-010;15.0 MLN;Ochrona roślin 15.0 MLN;ROLNICTWO;Rolnictwo i łowiectwo
32;010;01018;Rolnictwo ekologiczne;3579;32-010-01018;32-010;3.6 MLN;Rolnictwo ekologiczne 3.6 MLN;ROLNICTWO;Rolnictwo i łowiectwo
32;010;01019;Krajowe Centrum Hodowli Zwierząt;16707;32-010-01019;32-010;16.7 MLN;Krajowe Centrum Hodowli Zwierząt 16.7 MLN;ROLNICTWO;Rolnictwo i łowiectwo
32;010;01020;Postęp biologiczny w produkcji zwierzęcej;80802;32-010-01020;32-010;80.8 MLN;Postęp biologiczny w produkcji zwierzęcej 80.8 MLN;ROLNICTWO;Rolnictwo i łowiectwo
32;010;01021;Główny Inspektorat Weterynarii;26803;32-010-01021;32-010;26.8 MLN;Główny Inspektorat Weterynarii 26.8 MLN;ROLNICTWO;Rolnictwo i łowiectwo
32;010;01026;Dopłaty do ubezpieczeń upraw rolnych i zwierząt gospodarskich;920504;32-010-01026;32-010;920.5 MLN;Dopłaty do ubezpieczeń upraw rolnych i zwierząt gospodarskich 920.5 MLN;ROLNICTWO;Rolnictwo i łowiectwo
32;010;01032;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa;72131;32-010-01032;32-010;72.1 MLN;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa 72.1 MLN;ROLNICTWO;Rolnictwo i łowiectwo
32;010;01035;Graniczne inspektoraty weterynarii;16526;32-010-01035;32-010;16.5 MLN;Graniczne inspektoraty weterynarii 16.5 MLN;ROLNICTWO;Rolnictwo i łowiectwo
32;010;01080;Działalność badawczo-rozwojowa;13760;32-010-01080;32-010;13.8 MLN;Działalność badawczo-rozwojowa 13.8 MLN;ROLNICTWO;Rolnictwo i łowiectwo
32;010;01095;Pozostała działalność;200413;32-010-01095;32-010;200.4 MLN;Pozostała działalność 200.4 MLN;ROLNICTWO;Rolnictwo i łowiectwo
32;750;;Administracja publiczna;191665;32-750;32;191.7 MLN;Administracja publiczna 191.7 MLN;ROLNICTWO;Administracja publiczna
32;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;191665;32-750-75001;32-750;191.7 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 191.7 MLN;ROLNICTWO;Administracja publiczna
32;752;;Obrona narodowa;35;32-752;32;0.0 MLN;Obrona narodowa 0.0 MLN;ROLNICTWO;Obrona narodowa
32;752;75212;Pozostałe wydatki obronne;35;32-752-75212;32-752;0.0 MLN;Pozostałe wydatki obronne 0.0 MLN;ROLNICTWO;Obrona narodowa
32;801;;Oświata i wychowanie;584160;32-801;32;584.2 MLN;Oświata i wychowanie 584.2 MLN;ROLNICTWO;Oświata i wychowanie
32;801;80115;Technika;533072;32-801-80115;32-801;533.1 MLN;Technika 533.1 MLN;ROLNICTWO;Oświata i wychowanie
32;801;80116;Szkoły policealne;27;32-801-80116;32-801;0.0 MLN;Szkoły policealne 0.0 MLN;ROLNICTWO;Oświata i wychowanie
32;801;80117;Branżowe szkoły I i II stopnia;30705;32-801-80117;32-801;30.7 MLN;Branżowe szkoły I i II stopnia 30.7 MLN;ROLNICTWO;Oświata i wychowanie
32;801;80140;Placówki kształcenia ustawicznego i centra kształcenia zawodowego;4877;32-801-80140;32-801;4.9 MLN;Placówki kształcenia ustawicznego i centra kształcenia zawodowego 4.9 MLN;ROLNICTWO;Oświata i wychowanie
32;801;80146;Dokształcanie i doskonalenie nauczycieli;3899;32-801-80146;32-801;3.9 MLN;Dokształcanie i doskonalenie nauczycieli 3.9 MLN;ROLNICTWO;Oświata i wychowanie
32;801;80151;Kwalifikacyjne kursy zawodowe;8552;32-801-80151;32-801;8.6 MLN;Kwalifikacyjne kursy zawodowe 8.6 MLN;ROLNICTWO;Oświata i wychowanie
32;801;80152;Realizacja zadań wymagających stosowania specjalnej organizacji nauki i metod pracy dla dzieci i młodzieży w gimnazjach, klasach dotychczasowego gimnazjum prowadzonych w szkołach innego typu, liceach ogólnokształcących, technikach, szkołach policealnych, branżowych szkołach I i II stopnia i klasach dotychczasowej zasadniczej szkoły zawodowej prowadzonych w branżowych szkołach I stopnia oraz szkołach artystycznych;2486;32-801-80152;32-801;2.5 MLN;Realizacja zadań wymagających stosowania specjalnej organizacji nauki i metod pracy dla dzieci i młodzieży w gimnazjach, klasach dotychczasowego gimnazjum prowadzonych w szkołach innego typu, liceach ogólnokształcących, technikach, szkołach policealnych, branżowych szkołach I i II stopnia i klasach dotychczasowej zasadniczej szkoły zawodowej prowadzonych w branżowych szkołach I stopnia oraz szkołach artystycznych 2.5 MLN;ROLNICTWO;Oświata i wychowanie
32;801;80195;Pozostała działalność;542;32-801-80195;32-801;0.5 MLN;Pozostała działalność 0.5 MLN;ROLNICTWO;Oświata i wychowanie
32;854;;Edukacyjna opieka wychowawcza;114419;32-854;32;114.4 MLN;Edukacyjna opieka wychowawcza 114.4 MLN;ROLNICTWO;Edukacyjna opieka wychowawcza
32;854;85410;Internaty i bursy szkolne;113875;32-854-85410;32-854;113.9 MLN;Internaty i bursy szkolne 113.9 MLN;ROLNICTWO;Edukacyjna opieka wychowawcza
32;854;85415;Pomoc materialna dla uczniów o charakterze socjalnym;39;32-854-85415;32-854;0.0 MLN;Pomoc materialna dla uczniów o charakterze socjalnym 0.0 MLN;ROLNICTWO;Edukacyjna opieka wychowawcza
32;854;85416;Pomoc materialna dla uczniów o charakterze motywacyjnym;341;32-854-85416;32-854;0.3 MLN;Pomoc materialna dla uczniów o charakterze motywacyjnym 0.3 MLN;ROLNICTWO;Edukacyjna opieka wychowawcza
32;854;85446;Dokształcanie i doskonalenie nauczycieli;164;32-854-85446;32-854;0.2 MLN;Dokształcanie i doskonalenie nauczycieli 0.2 MLN;ROLNICTWO;Edukacyjna opieka wychowawcza
32;921;;Kultura i ochrona dziedzictwa narodowego;25535;32-921;32;25.5 MLN;Kultura i ochrona dziedzictwa narodowego 25.5 MLN;ROLNICTWO;Kultura i ochrona dziedzictwa narodowego
32;921;92114;Pozostałe instytucje kultury;22235;32-921-92114;32-921;22.2 MLN;Pozostałe instytucje kultury 22.2 MLN;ROLNICTWO;Kultura i ochrona dziedzictwa narodowego
32;921;92118;Muzea;3300;32-921-92118;32-921;3.3 MLN;Muzea 3.3 MLN;ROLNICTWO;Kultura i ochrona dziedzictwa narodowego
33;;;ROZWÓJ WSI;4887872;33;total;4.9 MLD;ROZWÓJ WSI 4.9 MLD;ROZWÓJ WSI;ROZWÓJ WSI
33;010;;Rolnictwo i łowiectwo;4868688;33-010;33;4.9 MLD;Rolnictwo i łowiectwo 4.9 MLD;ROZWÓJ WSI;Rolnictwo i łowiectwo
33;010;01001;Centrum Doradztwa Rolniczego;38479;33-010-01001;33-010;38.5 MLN;Centrum Doradztwa Rolniczego 38.5 MLN;ROZWÓJ WSI;Rolnictwo i łowiectwo
33;010;01002;Wojewódzkie ośrodki doradztwa rolniczego;302694;33-010-01002;33-010;302.7 MLN;Wojewódzkie ośrodki doradztwa rolniczego 302.7 MLN;ROZWÓJ WSI;Rolnictwo i łowiectwo
33;010;01024;Działalność Krajowego Ośrodka Wsparcia Rolnictwa;5249;33-010-01024;33-010;5.2 MLN;Działalność Krajowego Ośrodka Wsparcia Rolnictwa 5.2 MLN;ROZWÓJ WSI;Rolnictwo i łowiectwo
33;010;01027;Agencja Restrukturyzacji i Modernizacji Rolnictwa;4517112;33-010-01027;33-010;4.5 MLD;Agencja Restrukturyzacji i Modernizacji Rolnictwa 4.5 MLD;ROZWÓJ WSI;Rolnictwo i łowiectwo
33;010;01095;Pozostała działalność;5154;33-010-01095;33-010;5.2 MLN;Pozostała działalność 5.2 MLN;ROZWÓJ WSI;Rolnictwo i łowiectwo
33;750;;Administracja publiczna;19154;33-750;33;19.2 MLN;Administracja publiczna 19.2 MLN;ROZWÓJ WSI;Administracja publiczna
